idx,s_id,city,enrollment,graderange,gsrating,lat,lon,parentrating,phone,school_name,school_type,website
2511,5af7495f18e4261b6296b2cf,El Cajon,661,K-5,1,32.8008,-116.9562,2,(619) 588-3139,Johnson Elementary School,public,http://www.cajonvalley.net/johnson
2512,5af7495f18e4261b6296b2d0,El Cajon,777,K-5,2,32.78999,-116.94455,4,(619) 588-3075,Lexington Elementary School,public,
2513,5af7495f18e4261b6296b2d1,El Cajon,NA,K-12,NA,32.819107,-116.94749,5,(619) 579-7232,Liberty Charter School,charter,http://www.literacyfirstcs.org
2514,5af7495f18e4261b6296b2d2,El Cajon,1607,K-12,8,32.78712,-116.95201,5,(619) 579-7232,Literacy First Charter School,charter,www.lfcsinc.org
2515,5af7495f18e4261b6296b2d3,El Cajon,663,6-8,7,32.858624,-116.81941,4,(619) 441-5741,Los Coches Creek Middle School,public,http://www.cajonvalley.net/
2516,5af7495f18e4261b6296b2d4,El Cajon,488,K-5,6,32.80017,-116.92201,3,(619) 588-3077,Madison Avenue Elementary School,public,http://www.cajonvalley.net/madison
2517,5af7495f18e4261b6296b2d5,El Cajon,653,K-5,3,32.81336,-116.95404,4,(619) 588-3080,Magnolia Elementary School,public,http://www.cajonvalley.net/magnolia
2518,5af7495f18e4261b6296b2d6,El Cajon,653,K-5,3,32.788383,-116.92688,4,(619) 588-3083,Meridian Elementary School,public,
2519,5af7495f18e4261b6296b2d7,El Cajon,65,9-12,NA,32.817738,-116.980515,4,(619) 956-0600,Merit Academy,public,
2520,5af7495f18e4261b6296b2d8,El Cajon,175,K-12,NA,32.781116,-116.84889,4,(866) 638-4638,Methodschools,charter,http://methodschools.org/
2521,5af7495f18e4261b6296b2d9,El Cajon,815,6-8,4,32.796505,-116.92542,4,(619) 588-3107,Montgomery Middle School,public,http://www.cajonvalley.net/montgomery
2522,5af7495f18e4261b6296b2da,El Cajon,33,K-12,NA,32.781116,-116.84889,4,(877) 228-6401,Mosaica Online Academy Of Southern California,charter,www.cadolphins.org
2523,5af7495f18e4261b6296b2db,El Cajon,817,K-5,3,32.803963,-116.94639,4,(619) 588-3087,Naranca Elementary School,public,http://www.cajonvalley.net/naranca
2524,5af7495f18e4261b6296b2dc,El Cajon,265,K-8,NA,32.802696,-117.00351,4,(619) 466-0055,Our Lady Of Grace School,private,
2525,5af7495f18e4261b6296b2dd,El Cajon,1,1-12,NA,32.818153,-116.94808,4,(619) 749-9384,Pacific Independent Education,private,
2526,5af7495f18e4261b6296b2de,El Cajon,828,K-8,7,32.826874,-116.95404,4,(619) 956-5100,Pepper Drive Elementary School,public,www.santeesd.net
2527,5af7495f18e4261b6296b2df,El Cajon,NA,9-12,NA,32.816875,-116.97968,5,(619) 258-3787,Phoenix High School,public,
2528,5af7495f18e4261b6296b2e0,El Cajon,NA,K-8,NA,32.741676,-116.91345,5,(619) 447-6776,Rancho San Diego Academy,private,
2529,5af7495f18e4261b6296b2e1,El Cajon,588,K-5,8,32.753784,-116.93329,4,(619) 588-3211,Rancho San Diego Elementary School,public,
2530,5af7495f18e4261b6296b2e2,El Cajon,32,9-12,NA,32.793343,-116.93536,4,(619) 588-3580,Reach Academy,public,
2531,5af7495f18e4261b6296b2e3,El Cajon,250,K-5,3,32.840065,-116.8758,4,(619) 588-3090,Rios Elementary School,public,http://cajonvalley.net/
2532,5af7495f18e4261b6296b2e4,El Cajon,NA,PK-8,NA,32.805084,-117.00308,5,(619) 997-6924,St Ephrem Maronite Catholic Academy,private,
2533,5af7495f18e4261b6296b2e5,El Cajon,159,K-8,NA,32.813747,-116.92885,5,(619) 588-6398,St. Kieran Catholic School,private,
2534,5af7495f18e4261b6296b2e6,El Cajon,2129,9-12,7,32.760456,-116.92088,4,(619) 593-5500,Valhalla High School,public,http://valhalla.guhsd.net/
2535,5af7495f18e4261b6296b2e7,El Cajon,NA,1-12,NA,32.81818,-116.85861,4,(619) 579-7525,Vanguard Preparatory School,private,
2536,5af7495f18e4261b6296b2e8,El Cajon,46,9-12,NA,32.760456,-116.92088,3,(619) 588-3545,Viking Center,public,www.guhsd.net
2537,5af7495f18e4261b6296b2e9,El Cajon,590,K-5,7,32.765076,-116.91498,4,(619) 588-3170,Vista Grande Elementary School,public,http://www.cajonvalley.net/vistagrande
2538,5af7495f18e4261b6296b2ea,El Cajon,482,K-5,3,32.82085,-116.93116,4,(619) 588-3136,W. D. Hall Elementary School,public,http://www.cajonvalley.net/Domain/19
2539,5af7495f18e4261b6296b2eb,El Cajon,NA,9-12,NA,32.79373,-116.93597,4,(619) 401-4343,Work Training Center,public,http://www.gushd.net
2540,5af7495f18e4261b6296b2ec,El Centro,229,K-6,5,32.77119,-115.54749,5,(760) 353-0140,Ballington Academy For The Arts And Sciences,charter,www.ballingtonacademy.org
2541,5af7495f18e4261b6296b2ed,El Centro,NA,1-12,NA,32.758854,-115.56374,5,(580) 235-2786,Black's Academy,private,
2542,5af7495f18e4261b6296b2ee,El Centro,56,K-12,NA,32.791782,-115.59555,5,(760) 352-0336,Calvary Chapel Christian School Of El Centro,private,
2543,5af7495f18e4261b6296b2ef,El Centro,NA,n/a,NA,32.781425,-115.54885,5,(760) 336-4544,Central Union Adult,public,
2544,5af7495f18e4261b6296b2f0,El Centro,1871,9-12,5,32.789707,-115.56357,4,(760) 336-4300,Central Union High School,public,
2545,5af7495f18e4261b6296b2f1,El Centro,NA,K-6,NA,32.78877,-115.5566,5,(760) 337-9444,Christ Community,private,
2546,5af7495f18e4261b6296b2f2,El Centro,455,K-8,5,32.777996,-115.57385,5,(760) 352-9811,De Anza Magnet School,public,www.ecesd.org
2547,5af7495f18e4261b6296b2f3,El Centro,347,K-6,5,32.776825,-115.55669,5,(760) 352-2051,Desert Garden Elementary School,public,www.ecesd.org
2548,5af7495f18e4261b6296b2f4,El Centro,157,9-12,NA,32.782036,-115.55036,5,(760) 336-4555,Desert Oasis High (Continuation) School,public,
2549,5af7495f18e4261b6296b2f5,El Centro,525,K-6,4,32.784485,-115.55908,5,(760) 352-4791,Harding Elementary School,public,www.ecesd.org
2550,5af7495f18e4261b6296b2f6,El Centro,805,K-9,2,32.802998,-115.57217,3,(760) 592-7250,Imagine Schools At Imperial Valley,charter,http://imagineschools.com
2551,5af7495f18e4261b6296b2f7,El Centro,346,K-12,NA,32.74637,-115.56436,3,(760) 312-6428,Imperial County Special Education School,public,
2552,5af7495f18e4261b6296b2f8,El Centro,81,K-8,NA,32.792843,-115.58304,5,(760) 335-5100,Imperial Valley Home School Academy,charter,www.ecesd.org
2553,5af7495f18e4261b6296b2f9,El Centro,NA,9-12,NA,32.79175,-115.55879,5,(760) 482-2600,Imperial Valley Rop School,public,www.ivrop.org
2554,5af7495f18e4261b6296b2fa,El Centro,353,7-8,4,32.800053,-115.5571,4,(760) 352-0444,Kennedy Middle School,public,http://www.ecesd.org
2555,5af7495f18e4261b6296b2fb,El Centro,368,K-6,4,32.793877,-115.56557,5,(760) 352-3060,Lincoln Elementary School,public,www.ecesd.org
2556,5af7495f18e4261b6296b2fc,El Centro,502,K-6,5,32.78803,-115.5741,4,(760) 352-4750,Margaret Hedrick Elementary School,public,www.ecesd.org
2557,5af7495f18e4261b6296b2fd,El Centro,417,K-6,6,32.803665,-115.57825,5,(760) 337-6555,Martin Luther King Jr. Elementary School,public,www.ecesd.org
2558,5af7495f18e4261b6296b2fe,El Centro,399,K-6,5,32.80217,-115.56138,4,(760) 352-3225,McKinley Elementary School,public,www.ecesd.org
2559,5af7495f18e4261b6296b2ff,El Centro,1368,K-8,8,32.752426,-115.59028,5,(760) 352-5443,Mccabe Elementary School,public,http://www.muesd.net/
2560,5af7495f18e4261b6296b300,El Centro,449,K-8,3,32.79714,-115.47386,5,(760) 352-7512,Meadows Elementary School,public,www.meadowsunion.org
2561,5af7495f18e4261b6296b301,El Centro,NA,K-12,NA,32.806686,-115.57432,5,(760) 886-2051,Phoenix Rising,private,
2562,5af7495f18e4261b6296b302,El Centro,21,9-10,NA,32.781425,-115.548874,5,(760) 336-4555,Phoenix Rising High,public,www.cuhsd.net
2563,5af7495f18e4261b6296b303,El Centro,124,9-12,NA,32.777065,-115.56898,5,(760) 352-3002,Siatech - El Centro,charter,
2564,5af7495f18e4261b6296b304,El Centro,2057,9-12,5,32.77736,-115.57838,4,(760) 336-4100,Southwest High School,public,http://eaglesnet.net/
2565,5af7495f18e4261b6296b305,El Centro,246,K-8,NA,32.7864,-115.57694,4,(760) 352-7285,St. Marys School,private,
2566,5af7495f18e4261b6296b306,El Centro,451,K-6,7,32.792835,-115.58414,4,(760) 337-4890,Sunflower Elementary School,public,www.ecesd.org
2567,5af7495f18e4261b6296b307,El Centro,191,K-12,NA,32.781475,-115.51442,4,(760) 312-5525,Valley Academy,public,
2568,5af7495f18e4261b6296b308,El Centro,430,K-6,2,32.79429,-115.5441,5,(760) 352-6611,Washington Elementary School,public,www.ecesd.org
2569,5af7495f18e4261b6296b309,El Centro,NA,K-5,NA,32.75832,-115.732544,5,(760) 353-0062,Westside Elementary,public,
2570,5af7495f18e4261b6296b30a,El Centro,671,7-8,6,32.787712,-115.56677,4,(760) 352-5341,Wilson Jr. High School,public,www.ecesd.org
2571,5af7496018e4261b6296b30b,El Cerrito,1364,9-12,5,37.9068,-122.29374,4,(510) 231-1437,El Cerrito Senior High School,public,
2572,5af7496018e4261b6296b30c,El Cerrito,569,K-6,5,37.90685,-122.30442,4,(510) 559-1361,Fairmont Elementary School,public,http://fairmontschool.org/
2573,5af7496018e4261b6296b30d,El Cerrito,575,7-8,5,37.921112,-122.30656,4,(510) 231-1449,Fred T. Korematsu Middle School,public,www.korematsumiddleschool.org
2574,5af7496018e4261b6296b30e,El Cerrito,367,K-6,6,37.90214,-122.29415,4,(510) 231-1413,Harding Elementary School,public,http://www.hardingpta.org/
2575,5af7496018e4261b6296b30f,El Cerrito,NA,K-11,NA,37.920788,-122.31965,4,(510) 232-3805,Hb6 Christian Academy,private,
2576,5af7496018e4261b6296b310,El Cerrito,519,K-6,8,37.92787,-122.29809,4,(510) 231-1412,Madera Elementary School,public,https://maderaschool.org/
2577,5af7496018e4261b6296b311,El Cerrito,125,K-8,NA,37.93207,-122.31078,5,(510) 236-8802,Montessori Family School,private,www.montessorifamily.com
2578,5af7496018e4261b6296b312,El Cerrito,470,K-8,NA,37.915085,-122.298355,4,(510) 528-5800,Prospect Sierra School,private,http://prospectsierra.org/
2579,5af7496018e4261b6296b313,El Cerrito,137,K-8,NA,37.90331,-122.28903,4,(510) 525-9484,St. Jerome Catholic Elementary School,private,http://www.stjeromecatholicschool.org/
2580,5af7496018e4261b6296b314,El Cerrito,189,K-8,NA,37.91963,-122.31378,4,(510) 234-2244,St. John The Baptist,private,http://www.stjohnec.org
2581,5af7496018e4261b6296b315,El Cerrito,125,7-12,NA,37.925888,-122.31317,4,(510) 435-2032,Summit Public School K2,charter,www.k2.summitps.org
2582,5af7496018e4261b6296b316,El Cerrito,210,K-8,NA,37.937374,-122.31193,5,(510) 233-3013,Tehiyah Day School,private,www.tehiyah.org
2583,5af7496018e4261b6296b317,El Monte,844,6-8,3,34.061974,-118.00997,3,(626) 652-4300,Alfred S. Madrid Middle School,public,www.madridms.org
2584,5af7496018e4261b6296b318,El Monte,NA,K,NA,34.070293,-118.06874,5,(626) 569-2641,Annex Montessori Childcare Center,private,
2585,5af7496018e4261b6296b319,El Monte,2301,9-12,7,34.093678,-118.02056,4,(626) 444-9201,Arroyo High School,public,
2586,5af7496018e4261b6296b31a,El Monte,696,K-5,4,34.066154,-118.01632,4,(626) 652-4700,Baker Elementary School,public,http://www.mtviewschools.com/schools/baker.asp
2587,5af7496018e4261b6296b31b,El Monte,NA,K-12,NA,34.092026,-118.03915,4,(626) 454-3414,Calvary Chapel El Monte Homeschool Academy,private,
2588,5af7496018e4261b6296b31c,El Monte,864,7-8,3,34.045662,-118.02372,4,(626) 652-4200,Charles T. Kranz Intermediate School,public,http://www.kranzcougars.org
2589,5af7496018e4261b6296b31d,El Monte,443,K-6,5,34.092773,-118.00849,4,(626) 575-2326,Cherrylee Elementary School,public,
2590,5af7496018e4261b6296b31e,El Monte,465,K-6,5,34.05433,-118.03444,1,(626) 652-4100,Cogswell Elementary School,public,http://cogswell.mtviewschools.com/
2591,5af7496018e4261b6296b31f,El Monte,812,K-8,5,34.070526,-118.03468,4,(626) 575-2306,Columbia Elementary School,public,
2592,5af7496018e4261b6296b320,El Monte,485,K-6,3,34.065357,-118.05584,4,(626) 575-2391,Cortada Elementary School,public,
2593,5af7496018e4261b6296b321,South El Monte,549,5-8,7,34.044476,-118.04686,4,(626) 580-0610,Dean L. Shively School,public,
2594,5af7496018e4261b6296b322,El Monte,1059,K-8,6,34.08179,-118.00375,4,(626) 443-3900,Durfee Elementary School,public,www.emcsd.org
2595,5af7496018e4261b6296b323,El Monte,NA,K-12,NA,34.06868,-118.03333,4,(626) 442-4269,El Monte Christian Academy,private,
2596,5af7496018e4261b6296b324,El Monte,NA,K-8,NA,34.066574,-118.04295,4,(626) 448-2818,El Monte Education Center,private,
2597,5af7496018e4261b6296b325,El Monte,1869,9-12,5,34.06441,-118.03473,4,(626) 444-7701,El Monte High School,public,www.emhs.k12.ca.us
2598,5af7496018e4261b6296b326,El Monte,41,9-12,NA,34.079594,-118.03333,5,(626) 258-4943,El Monte Union High School Community Day,public,
2599,5af7496018e4261b6296b327,El Monte,NA,n/a,NA,34.072308,-118.03888,5,(626) 258-5800,El Monte/Rosemead Adult,public,
2600,5af7496018e4261b6296b328,South El Monte,158,K-8,NA,34.04627,-118.040695,5,(626) 442-6264,Epiphany Catholic,private,
2601,5af7496018e4261b6296b329,El Monte,397,10-12,NA,34.076675,-118.00228,3,(626) 442-0481,Fernando R. Ledesma Continuation High School,public,www.emuhsd.k12.ca.us
2602,5af7496018e4261b6296b32a,El Monte,522,K-8,5,34.091362,-118.04424,3,(626) 575-2323,Gidley Elementary School,public,
2603,5af7496018e4261b6296b32b,El Monte,490,K-5,4,34.066265,-118.01021,4,(626) 652-4450,Jerry Voorhis Elementary School,public,
2604,5af7496018e4261b6296b32c,El Monte,NA,PK-1,NA,34.070415,-118.06832,4,(626) 569-2641,K-Step Montessori,private,
2605,5af7496018e4261b6296b32d,El Monte,333,K-5,6,34.075573,-118.00295,4,(626) 652-4150,La Primaria Elementary School,public,http://laprimaria.mtviewschools.com/
2606,5af7496018e4261b6296b32e,El Monte,517,K-6,5,34.080444,-118.02906,4,(626) 575-2329,Legore Elementary School,public,http://legore.emcsd.org/
2607,5af7496018e4261b6296b32f,El Monte,606,K-6,4,34.05051,-118.02025,3,(626) 652-4500,Maxson Elementary School,public,http://maxson.mtviewschools.com/
2608,5af7496018e4261b6296b330,El Monte,531,K-6,3,34.05702,-118.04147,4,(626) 652-4600,Miramonte Elementary School,public,http://miramonte.mtviewschools.com/
2609,5af7496018e4261b6296b331,El Monte,774,K-8,6,34.04526,-118.03495,4,(626) 652-4650,Monte Vista Elementary School,public,http://montevista.mtviewschools.com/
2610,5af7496018e4261b6296b332,El Monte,1477,9-12,4,34.054344,-118.01233,3,(626) 443-6181,Mountain View High School,public,http://mountainview.schoolloop.com/
2611,5af7496018e4261b6296b333,El Monte,270,K-8,NA,34.077892,-118.034904,5,(626) 448-2414,Nativity,private,http://www.school.mynativity.org/
2612,5af7496018e4261b6296b334,El Monte,386,K-6,3,34.0638,-118.0446,5,(626) 575-2320,New Lexington Elementary School,public,
2613,5af7496018e4261b6296b335,El Monte,15,1-12,NA,34.070744,-118.02914,5,(626) 374-7716,New Life Christian School,private,
2614,5af7496018e4261b6296b336,South El Monte,672,K-4,7,34.04167,-118.04348,5,(626) 580-0692,New Temple,public,
2615,5af7496018e4261b6296b337,El Monte,840,K-6,3,34.05681,-118.02465,4,(626) 652-4800,Parkview Elementary School,public,
2616,5af7496018e4261b6296b338,El Monte,996,PK-8,3,34.05936,-118.05573,4,(626) 350-9386,Potrero Elementary School,public,
2617,5af7496018e4261b6296b339,El Monte,434,K-6,6,34.083645,-118.04071,5,(626) 575-2310,Rio Vista Elementary School,public,
2618,5af7496018e4261b6296b33a,El Monte,NA,K-12,NA,34.09543,-118.02529,5,(626) 453-0338,Shield of Faith Christian School,private,
2619,5af7496018e4261b6296b33b,El Monte,613,K-5,4,34.079983,-118.04998,3,(626) 575-2393,Shirpser Elementary School,public,
2620,5af7496018e4261b6296b33c,South El Monte,1425,9-12,6,34.03515,-118.04508,4,(626) 258-5600,South El Monte High School,public,https://www.emuhsd.org/semhs
2621,5af7496018e4261b6296b33d,El Monte,44,K-1,NA,34.06806,-118.06641,5,(626) 312-6389,Telstar Montessori Childcare Center,private,http://www.kstepmontessorichildcare.org/
2622,5af7496018e4261b6296b33e,El Monte,42,K-8,NA,34.082462,-118.00445,5,(626) 443-2613,Thompson Elementary School,public,http://www.cde.ca.gov/re/sd/details.asp?cds=19645016117626&Public=Y
2623,5af7496018e4261b6296b33f,El Monte,458,K-6,4,34.070984,-118.0054,4,(626) 652-4400,Twin Lakes Elementary School,public,http://twinlakes.mtviewschools.com/
2624,5af7496018e4261b6296b340,El Monte,NA,7-11,NA,34.077892,-118.020386,5,(626) 448-2728,Vista Del Rio Junior/Senior High School,private,
2625,5af7496018e4261b6296b341,El Monte,538,K-6,6,34.061123,-118.04476,3,(626) 575-2331,Wilkerson Elementary School,public,
2626,5af7496018e4261b6296b342,El Monte,545,K-6,3,34.061523,-118.0231,5,(626) 652-4900,Willard F. Payne Elementary School,public,
2627,5af7496018e4261b6296b343,El Monte,964,K-8,4,34.085197,-118.02272,3,(626) 575-2333,Wright Elementary School,public,
2628,5af7496118e4261b6296b344,El Segundo,30,9-12,3,33.923916,-118.41233,5,(310) 615-2650,Arena High (Continuation) School,public,
2629,5af7496118e4261b6296b345,El Segundo,NA,K-12,NA,33.903328,-118.385704,5,(209) 986-6150,California Pacific Charter School Of Kern,charter,
2630,5af7496118e4261b6296b346,El Segundo,NA,K-12,NA,33.90327,-118.386475,5,(858) 952-9614,California Pacific Charter School Of San Francisco,charter,
2631,5af7496118e4261b6296b347,El Segundo,770,K-5,9,33.925037,-118.40482,4,(310) 615-2676,Center Street Elementary,public,
2632,5af7496118e4261b6296b348,El Segundo,1269,9-12,9,33.92421,-118.41591,5,(310) 615-2661,El Segundo High School,public,http://www.elsegundohigh.org 
2633,5af7496118e4261b6296b349,El Segundo,817,6-8,8,33.920105,-118.4048,4,(310) 615-2690,El Segundo Middle School,public,http://elsegundomiddleschool.org/
2634,5af7496118e4261b6296b34a,El Segundo,591,K-5,8,33.92386,-118.41721,5,(310) 615-2676,Richmond Street Elementary School,public,http://www.richmondstreet.org/
2635,5af7496118e4261b6296b34b,El Segundo,70,K-8,NA,33.91871,-118.407906,4,(310) 322-4218,St Anthony School,private,
2636,5af7496118e4261b6296b34c,El Segundo,275,9-12,NA,33.9051,-118.3802,5,(310) 643-7377,Vistamar School,private,http://www.vistamarschool.org/
2637,5af7496118e4261b6296b34d,El Segundo,NA,K-12,NA,33.925343,-118.40998,5,(310) 625-2405,Waterhouse Guild,private,http://www.waterhouseguild.com
2638,5af7496118e4261b6296b34e,Elk Grove,1197,K-6,9,38.393864,-121.441,4,(916) 714-0654,Arlene Hein Elementary School,public,http://www.egusd.net/hein/
2639,5af7496118e4261b6296b34f,Elk Grove,916,K-6,7,38.448696,-121.36007,4,(916) 681-7595,Arthur C. Butler Elementary School,public,https://www.google.com/url?sa=t&source=web&rct=j&url=http://blogs.egusd.net/butler/&ved=0ahUKEwiJ5t33n4PRAhVY3GMKHUvDAdEQFgixATAW&usg=AFQjCNFCjz5AEeoc7dGRkQKip6AV-c4OrA&sig2=sRxNKAoW7NtBbYAPhpDuVw
2640,5af7496118e4261b6296b350,Elk Grove,NA,9-11,NA,38.43727,-121.42928,4,(916) 806-5019,Cabrini Academy,private,
2641,5af7496118e4261b6296b351,Elk Grove,428,K-8,6,38.408966,-121.37488,5,(916) 714-9699,California Montessori Project - Elk Grove Campus School,charter,www.cacmp.org
2642,5af7496118e4261b6296b352,Elk Grove,1180,K-6,8,38.38275,-121.43135,5,(916) 714-0106,Carroll Elementary School,public,http://www.egusd.net/schools/elementary-schools/carroll-elementary-school/
2643,5af7496118e4261b6296b353,Elk Grove,NA,1-11,NA,38.394062,-121.34711,5,(916) 549-2492,Classical Families Of Elk Grove,private,
2644,5af7496118e4261b6296b354,Elk Grove,2148,9-12,8,38.401417,-121.39596,5,(916) 683-7670,Cosumnes Oaks High School,public,http://www.cosumnesoaks.schoolloop.com/
2645,5af7496118e4261b6296b355,Elk Grove,987,K-6,8,38.417343,-121.344,4,(916) 714-5520,Edna Batey Elementary School,public,http://blogs.egusd.net/batey/
2646,5af7496118e4261b6296b356,Elk Grove,1210,7-8,6,38.438705,-121.39205,4,(916) 688-0080,"Edward Harris, Jr. Middle School",public,https://eharris.schoolloop.com/
2647,5af7496118e4261b6296b357,Elk Grove,872,K-6,6,38.41571,-121.41192,4,(916) 683-3073,Elitha Donner Elementary School,public,http://blogs.egusd.net/donner/
2648,5af7496118e4261b6296b358,Elk Grove,1068,7-8,8,38.3945,-121.3969,4,(916) 683-7680,Elizabeth Pinkerton Middle School,public,https://epms.schoolloop.com/
2649,5af7496118e4261b6296b359,Elk Grove,250,7-12,2,38.409325,-121.36378,3,(916) 714-1653,Elk Grove Charter School,charter,http://www.egcharter.com
2650,5af7496118e4261b6296b35a,Elk Grove,864,K-6,7,38.41781,-121.36217,4,(916) 686-3766,Elk Grove Elementary School,public,http://blogs.egusd.net/elkgrove/
2651,5af7496118e4261b6296b35b,Elk Grove,1796,9-12,8,38.401688,-121.37149,4,(916) 686-7741,Elk Grove High School,public,
2652,5af7496118e4261b6296b35c,Elk Grove,124,K-8,NA,38.417747,-121.38715,5,(916) 399-9890,Elk Grove Virtual Academy (EGVA),charter,http://blogs.egusd.net/egva/
2653,5af7496118e4261b6296b35d,Elk Grove,658,K-6,7,38.417713,-121.38802,4,(916) 686-7716,Ellen Feickert Elementary School,public,http://blogs.egusd.net/feickert/
2654,5af7496118e4261b6296b35e,Elk Grove,932,K-6,8,38.39764,-121.47246,4,(916) 683-3877,Elliott Ranch Elementary School,public,http://www.egusd.k12.ca.us
